Index,Symbol,TradeCenterId,CategoryId,CompanyName,CategoryName
622,HRS,8,341,CTCP Chứng khoán Việt Nam Gateway,Tài chính
623,HRT,9,343,Công ty cổ phần Vận tải Đường sắt Hà Nội,Công nghiệp
624,HSA,9,341,Công ty Cổ phần HESTIA,Tài chính
625,HSG,1,344,Công ty Cổ phần Tập đoàn Hoa Sen,Nguyên vật liệu
626,HSI,9,338,Công ty Cổ phần Vật tư tổng hợp và Phân bón Hóa sinh,Nông nghiệp
627,HSL,1,338,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Nông nghiệp
628,HSM,9,339,Tổng Công ty cổ phần Dệt may Hà Nội,Hàng tiêu dùng
629,HSP,9,344,CTCP Sơn Tổng hợp Hà Nội,Nguyên vật liệu
630,HSV,9,344,Công ty cổ phần Tập đoàn HSV Việt Nam,Nguyên vật liệu
631,HT1,1,345,Công ty Cổ phần xi măng VICEM Hà Tiên,Bất động sản và Xây dựng
632,HTC,2,346,Công ty Cổ phần Thương mại Hóc Môn,Dịch vụ
633,HTE,9,345,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Bất động sản và Xây dựng
634,HTG,1,339,Tổng Công ty cổ phần Dệt may Hòa Thọ,Hàng tiêu dùng
635,HTI,1,343,Công ty Cổ phần Đầu tư phát triển hạ tầng IDICO,Công nghiệp
636,HTL,1,346,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Dịch vụ
637,HTM,9,346,Tổng Công ty Thương mại Hà Nội - CTCP,Dịch vụ
638,HTN,1,345,Công ty Cổ phần Hưng Thịnh Incons,Bất động sản và Xây dựng
639,HTP,9,346,Công ty Cổ phần In sách giáo khoa Hòa Phát,Dịch vụ
640,HTT,9,345,Công ty cổ phần Thương mại Hà Tây,Bất động sản và Xây dựng
641,HTV,1,343,Công ty Cổ phần Logistics Vicem,Công nghiệp
642,HU1,1,345,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Bất động sản và Xây dựng
643,HU3,9,345,Công ty cổ phần Đầu tư và Xây dựng HUD3,Bất động sản và Xây dựng
644,HU4,9,345,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Bất động sản và Xây dựng
645,HU6,9,345,Công ty cổ phần Đầu tư Phát triển nhà và Đô thị HUD 6,Bất động sản và Xây dựng
646,HUB,1,345,Công ty cổ phần Xây lắp Thừa Thiên Huế,Bất động sản và Xây dựng
647,HUG,9,339,Tổng Công ty may Hưng Yên - Công ty Cổ phần,Hàng tiêu dùng
648,HUT,2,343,Công ty Cổ phần Tasco,Công nghiệp
649,HVA,9,341,Công ty cổ phần Đầu tư HVA,Tài chính
650,HVH,1,345,Công ty Cổ phần Đầu tư và Công nghệ HVC,Bất động sản và Xây dựng
651,HVN,1,343,Tổng Công ty Hàng không Việt Nam - CTCP,Công nghiệp
652,HVS,8,341,CTCP Chứng khoán HVS Việt Nam,Tài chính
653,HVT,2,344,Công ty Cổ phần Hóa chất Việt Trì,Nguyên vật liệu
654,HVX,1,345,Công ty Cổ phần Xi măng Vicem Hải Vân,Bất động sản và Xây dựng
655,HWS,9,346,Công ty cổ phần Cấp nước Thừa Thiên Huế,Dịch vụ
656,IBD,9,346,CTCP In Tổng hợp Bình Dương,Dịch vụ
657,ICA,8,0,Công ty Cổ phần Công nghệ Sinh học - Dược phẩm ICA ,
658,ICC,9,345,CTCP Xây dựng Công nghiệp,Bất động sản và Xây dựng
659,ICF,9,338,Công ty Cổ phần Đầu tư Thương mại Thủy Sản,Nông nghiệp
660,ICG,2,345,Công ty Cổ phần Xây dựng Sông Hồng,Bất động sản và Xây dựng
661,ICI,9,345,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Bất động sản và Xây dựng
662,ICN,9,345,Công ty cổ phần Đầu tư Xây dựng Dầu khí IDICO,Bất động sản và Xây dựng
663,ICT,1,0,Công ty cổ phần Viễn thông - Tin học Bưu điện,
664,IDC,2,345,Tổng công ty IDICO - Công ty Cổ phần,Bất động sản và Xây dựng
665,IDI,1,338,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Nông nghiệp
666,IDJ,2,345,Công ty cổ phần Đầu tư IDJ Việt Nam,Bất động sản và Xây dựng
667,IDP,9,339,Công ty cổ phần Sữa Quốc tế Lof,Hàng tiêu dùng
668,IDV,2,345,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,Bất động sản và Xây dựng
669,IFS,9,339,Công ty Cổ phần Thực phẩm Quốc tế,Hàng tiêu dùng
670,IHK,9,339,Công ty Cổ phần In Hàng không,Hàng tiêu dùng
671,IJC,1,345,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Bất động sản và Xây dựng
672,ILA,9,338,Công ty Cổ phần ILA,Nông nghiệp
673,ILB,1,343,Công ty Cổ phần ICD Tân Cảng – Long Bình,Công nghiệp
674,ILC,9,346,Công ty Cổ phần Hợp tác Lao động với Nước ngoài,Dịch vụ
675,ILS,9,343,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,Công nghiệp
676,IME,9,343,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công nghiệp
677,IMP,1,342,Công ty Cổ phần Dược phẩm IMEXPHARM,Y tế
678,IN4,9,346,Công ty Cổ phần In số 4,Dịch vụ
679,INC,2,345,Công ty Cổ phần Tư vấn Đầu tư IDICO,Bất động sản và Xây dựng
680,ING,9,0,Công ty cổ phần Đầu tư và Phát triển Xây dựng,
681,INN,2,344,Công ty Cổ phần Bao bì và In Nông nghiệp,Nguyên vật liệu
682,IPA,2,341,Công ty cổ phần Tập đoàn Đầu tư I.P.A,Tài chính
683,IRC,9,344,Công ty Cổ phần Cao su Công nghiệp,Nguyên vật liệu
684,IRS,8,341,Công ty Cổ phần Chứng khoán Quốc tế Hoàng Gia,Tài chính
685,ISC,8,341,Công ty Cổ phần Chứng khoán Công Nghiệp Việt Nam,Tài chính
686,ISG,9,343,Công ty cổ phần Vận tải biển và Hợp tác Quốc tế,Công nghiệp
687,ISH,9,340,Công ty cổ phần Thủy điện Srok Phu Miêng IDICO,Năng lượng
688,IST,9,343,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Công nghiệp
689,ITA,9,345,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Bất động sản và Xây dựng
690,ITC,1,345,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Bất động sản và Xây dựng
691,ITD,1,0,Công ty Cổ phần Công nghệ ITD,
692,ITQ,2,343,Công ty cổ phần Tập đoàn Thiên Quang,Công nghiệp
693,ITS,9,344,"Công ty cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Nguyên vật liệu
694,IVS,2,341,Công ty cổ phần Chứng khoán Guotai Junan (Việt Nam),Tài chính
695,JOS,9,338,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Nông nghiệp
696,JPA,8,343,Công ty CP Hàng không Jetstar Pacific Airlines,Công nghiệp
697,JSI,8,341,Công ty cổ phần Chứng khoán Nhật Bản,Tài chính
698,JVC,1,342,Công ty cổ phần Thiết bị Y tế Việt Nhật,Y tế
699,KAL,8,0,Công ty cổ phần Nhôm Khánh Hoà,
700,KBC,1,345,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,Bất động sản và Xây dựng
701,KCB,9,344,CTCP Khoáng sản và luyện kim Cao Bằng,Nguyên vật liệu
702,KCE,9,344,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Nguyên vật liệu
703,KDC,1,339,Công ty Cổ phần Tập đoàn Kido,Hàng tiêu dùng
704,KDH,1,345,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Bất động sản và Xây dựng
705,KDM,2,345,Công ty cổ phần Tập đoàn GCL,Bất động sản và Xây dựng
706,KGM,9,338,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Nông nghiệp
707,KHD,9,345,"CTCP Khai thác, Chế biến khoáng sản Hải Dương",Bất động sản và Xây dựng
708,KHG,1,345,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Bất động sản và Xây dựng
709,KHP,1,340,Công ty Cổ phần Điện lực Khánh Hòa,Năng lượng
710,KHS,2,338,Công ty Cổ phần Kiên Hùng,Nông nghiệp
711,KHV,8,338,Công ty TNHH Kim Hà Việt,Nông nghiệp
712,KHW,9,350,Công ty Cổ phần Cấp nước Khánh Hòa,Doanh nghiệp Upcom
713,KIP,9,343,Công ty Cổ phần K.I.P Việt Nam,Công nghiệp
714,KIS,8,341,Công ty Cổ phần Chứng khoán KIS Việt Nam,Tài chính
715,KKC,2,345,Công ty Cổ phần Tập đoàn Thành Thái,Bất động sản và Xây dựng
716,KLB,9,341,Ngân hàng Thương mại cổ phần Kiên Long,Tài chính
717,KMR,1,339,Công ty Cổ phần Mirae,Hàng tiêu dùng
718,KMT,2,345,Công ty cổ phần Kim khí miền Trung,Bất động sản và Xây dựng
719,KOS,1,345,Công ty Cổ phần Kosy,Bất động sản và Xây dựng
720,KSB,1,345,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Bất động sản và Xây dựng
721,KSD,2,339,Công ty cổ phần Đầu tư DNA,Hàng tiêu dùng
722,KSF,2,345,Công ty Cổ phần Tập đoàn Sunshine,Bất động sản và Xây dựng
723,KSH,9,344,Công ty Cổ phần Damac GLS,Nguyên vật liệu
724,KST,2,347,Công ty cổ phần KASATI,Công nghệ
725,KSV,2,344,Tổng Công ty Khoáng sản TKV - CTCP,Nguyên vật liệu
726,KTC,9,340,Công ty Cổ phần Thương mại Kiên Giang,Năng lượng
727,KTL,9,343,CTCP Kim khí Thăng Long,Công nghiệp
728,KTS,2,338,Công ty cổ phần Đường Kon Tum,Nông nghiệp
729,KTT,9,345,Công ty cổ phần Tập đoàn đầu tư KTT,Bất động sản và Xây dựng
730,KTW,9,0,Công ty cổ phần Cấp nước Kon Tum,
731,KVC,9,343,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Công nghiệp
732,KVS,8,341,Công ty Cổ phần Chứng khoán KENANGA Việt Nam,Tài chính
733,KWA,9,0,Công ty cổ phần Cấp thoát nước và môi trường Kiến Tường,
734,L10,1,345,Công ty cổ phần Lilama 10 ,Bất động sản và Xây dựng
735,L12,9,345,Công ty cổ phần Licogi 12,Bất động sản và Xây dựng
736,L14,2,345,Công ty cổ phần LICOGI 14,Bất động sản và Xây dựng
737,L18,2,345,Công ty Cổ phần Đầu tư và Xây dựng số 18,Bất động sản và Xây dựng
738,L35,9,345,Công ty Cổ phần Cơ khí Lắp máy Lilama,Bất động sản và Xây dựng
739,L40,2,345,Công ty Cổ phần Đầu tư và Xây dựng 40,Bất động sản và Xây dựng
740,L43,9,345,Công ty Cổ phần Lilama 45.3,Bất động sản và Xây dựng
741,L44,9,345,Công ty Cổ phần Lilama 45.4,Bất động sản và Xây dựng
742,L45,9,345,CTCP Lilama 45.1,Bất động sản và Xây dựng
743,L61,9,345,Công ty Cổ phần Lilama 69-1,Bất động sản và Xây dựng
744,L62,9,345,Công ty Cổ phần Lilama 69-2,Bất động sản và Xây dựng
745,L63,9,0,CTCP Lilama 69-3,
746,LAF,1,338,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,Nông nghiệp
747,LAI,9,345,CTCP Đầu tư xây dựng Long An IDICO,Bất động sản và Xây dựng
748,LAS,2,338,Công ty cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Nông nghiệp
749,LAW,9,346,Công ty cổ phần Cấp thoát nước Long An,Dịch vụ
750,LBE,2,346,Công ty cổ phần Thương mại và Dịch vụ LVA,Dịch vụ
751,LBM,1,345,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Bất động sản và Xây dựng
752,LCC,9,345,Công ty Cổ phần Xi măng Hồng Phong,Bất động sản và Xây dựng
753,LCD,2,345,Công ty Cổ phần Lắp máy - Thí nghiệm Cơ điện,Bất động sản và Xây dựng
754,LCG,1,345,Công ty cổ phần LIZEN,Bất động sản và Xây dựng
755,LCM,9,344,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Nguyên vật liệu
756,LCS,9,345,Công ty Cổ phần Licogi 166,Bất động sản và Xây dựng
757,LDG,1,345,Công ty Cổ phần Đầu tư LDG,Bất động sản và Xây dựng
758,LDP,2,342,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Y tế
759,LDW,9,346,Công ty cổ phần Cấp thoát nước Lâm Đồng,Dịch vụ
760,LEC,9,0,Công ty Cổ phần Bất động sản Điện lực Miền Trung,
761,LG9,9,345,Công ty Cổ phần Cơ giới và Xây lắp số 9,Bất động sản và Xây dựng
762,LGC,1,343,Công ty Cổ phần Đầu tư Cầu đường CII,Công nghiệp
763,LGL,1,345,Công ty cổ phần Đầu tư và Phát triển Đô thị Long Giang,Bất động sản và Xây dựng
764,LGM,9,339,Công ty cổ phần Giày da và May mặc Xuất khẩu,Hàng tiêu dùng
765,LHC,2,345,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Bất động sản và Xây dựng
766,LHG,1,345,Công ty Cổ phần Long Hậu,Bất động sản và Xây dựng
767,LIC,9,345,Tổng Công ty Licogi - Công ty Cổ phần,Bất động sản và Xây dựng
768,LIG,2,345,Công ty Cổ phần Licogi 13,Bất động sản và Xây dựng
769,LIX,1,339,Công ty Cổ phần Bột giặt Lix,Hàng tiêu dùng
770,LKW,9,346,CTCP Cấp nước Long Khánh,Dịch vụ
771,LLM,9,343,Tổng Công ty Lắp máy Việt Nam - CTCP,Công nghiệp
772,LM3,9,345,Công ty Cổ phần Lilama 3,Bất động sản và Xây dựng
773,LM7,9,345,Công ty Cổ phần Lilama 7,Bất động sản và Xây dựng
774,LM8,1,345,Công ty Cổ phần Lilama 18,Bất động sản và Xây dựng
775,LMC,9,344,Công ty Cổ phần Khoáng sản Latca,Nguyên vật liệu
776,LMH,9,344,Công ty Cổ phần Quốc tế Holding,Nguyên vật liệu
777,LMI,9,345,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Bất động sản và Xây dựng
778,LNC,9,338,Công ty cổ phần Lệ Ninh,Nông nghiệp
779,LNS,8,338,Công ty cổ phần Mía đường La Ngà,Nông nghiệp
780,LO5,9,345,Công ty Cổ phần Lilama 5,Bất động sản và Xây dựng
781,LPB,1,341,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Tài chính
782,LPT,9,345,Công ty cổ phần Thương mại và Sản xuất Lập Phương Thành,Bất động sản và Xây dựng
783,LQN,9,345,Công ty cổ phần Licogi Quảng Ngãi,Bất động sản và Xây dựng
784,LSG,9,345,Công ty cổ phần Bất động sản Sài Gòn VINA,Bất động sản và Xây dựng
785,LSS,1,338,Công ty Cổ phần Mía đường Lam Sơn,Nông nghiệp
786,LTC,9,0,Công ty cổ phần Điện nhẹ Viễn thông,
787,LTG,9,338,Công ty Cổ phần Tập đoàn Lộc Trời,Nông nghiệp
788,LUT,9,345,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Bất động sản và Xây dựng
789,LVS,8,341,Công ty cổ phần Chứng khoán Liên Việt,Tài chính
790,M10,9,339,Tổng Công ty May 10 - Công ty cổ phần,Hàng tiêu dùng
791,MA1,9,344,Công ty cổ phần Thiết bị,Nguyên vật liệu
792,MAC,2,343,Công ty cổ phần Tập đoàn MacStar,Công nghiệp
793,MAS,2,343,Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng,Công nghiệp
794,MBB,1,341,Ngân hàng Thương mại cổ phần Quân đội,Tài chính
795,MBG,2,347,Công ty cổ phần Tập đoàn MBG,Công nghệ
796,MBN,9,346,Công ty cổ phần Môi trường và Công trình Đô thị Bắc Ninh,Dịch vụ
797,MBS,2,341,Công ty cổ phần Chứng khoán MB,Tài chính
798,MBT,9,0,Công ty cổ phần Bất động sản cho thuê Minh Bảo Tín,
799,MCC,2,345,Công ty Cổ phần Gạch ngói cao cấp,Bất động sản và Xây dựng
800,MCD,8,346,Công ty cổ phần Môi trường và Công trình đô thị Đông Hà,Dịch vụ
801,MCF,2,343,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,Công nghiệp
802,MCG,9,345,Công ty Cổ phần Năng Lượng và Bất động sản MCG,Bất động sản và Xây dựng
803,MCH,9,339,Công ty Cổ phần Hàng tiêu dùng Masan,Hàng tiêu dùng
804,MCM,1,339,Công ty cổ phần Giống bò sữa Mộc Châu,Hàng tiêu dùng
805,MCO,2,345,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Bất động sản và Xây dựng
806,MCP,1,344,Công ty cổ phần In và Bao bì Mỹ Châu,Nguyên vật liệu
807,MDA,9,346,Công ty Cổ phần Môi trường Đô thị Đông Anh,Dịch vụ
808,MDC,2,340,Công ty cổ phần Than Mông Dương - Vinacomin,Năng lượng
809,MDF,9,339,Công ty cổ phần Gỗ MDF VRG Quảng Trị,Hàng tiêu dùng
810,MDG,1,345,Công ty Cổ phần miền Đông,Bất động sản và Xây dựng
811,MEC,9,345,Công ty Cổ phần Cơ khí - lắp máy Sông Đà,Bất động sản và Xây dựng
812,MED,2,342,Công ty cổ phần Dược Trung ương Mediplantex,Y tế
813,MEF,9,342,Công ty cổ phần MEINFA,Y tế
814,MEL,2,344,Công ty Cổ phần Thép Mê Lin,Nguyên vật liệu
815,MES,9,345,Công ty cổ phần Cơ điện Công trình,Bất động sản và Xây dựng
816,MFS,9,0,Công ty Cổ phần Dịch vụ Kỹ thuật Mobifone,
817,MGC,9,340,Công ty cổ phần Địa chất mỏ - TKV,Năng lượng
818,MGG,9,339,Tổng Công ty Đức Giang - Công ty Cổ phần,Hàng tiêu dùng
819,MGR,9,345,Công ty cổ phần Tập đoàn Mgroup,Bất động sản và Xây dựng
820,MH3,9,345,Công ty Cổ phần Khu công nghiệp Cao Su Bình Long,Bất động sản và Xây dựng
821,MHB,8,341,Ngân hàng TMCP Phát triển nhà đồng bằng sông Cửu Long,Tài chính
822,MHC,1,343,Công ty Cổ phần MHC,Công nghiệp
823,MIC,9,344,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu
824,MIE,9,343,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp
825,MIG,1,341,Tổng Công ty cổ phần Bảo hiểm Quân đội,Tài chính
826,MKP,9,342,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Y tế
827,MKV,2,338,Công ty Cổ phần Dược Thú y Cai Lậy,Nông nghiệp
828,MLC,9,346,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Dịch vụ
829,MLG,8,0,Công ty Cổ phần Tập đoàn Mai Linh,
830,MLS,9,338,Công ty cổ phần Chăn nuôi - Mitraco,Nông nghiệp
831,MML,9,339,Công ty Cổ phần Masan MEATLife,Hàng tiêu dùng
832,MNB,9,339,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng tiêu dùng
833,MND,9,346,Công ty Cổ phần Môi trường Nam Định,Dịch vụ
834,MPC,9,338,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Nông nghiệp
835,MPT,9,339,Công ty cổ phần Tập đoàn Trường Tiền,Hàng tiêu dùng
836,MPY,9,346,Công ty Cổ phần Môi trường Đô thị Phú Yên,Dịch vụ
837,MQB,9,346,Công ty Cổ phần Môi trường và phát triển Đô thị Quảng Bình,Dịch vụ
838,MQN,9,346,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Dịch vụ
839,MRF,9,342,Công ty cổ phần Merufa,Y tế
840,MSB,1,341,Ngân hàng Thương mại cổ phần Hàng hải Việt Nam,Tài chính
841,MSG,8,341,Công ty Chứng khoán JB Việt Nam,Tài chính
842,MSH,1,339,Công ty cổ phần May Sông Hồng,Hàng tiêu dùng
843,MSI,8,341,Công ty Cổ phần Chứng khoán KB Việt Nam,Tài chính
844,MSM,8,346,Công ty TNHH Truyền thông Megastar,Dịch vụ
845,MSN,1,341,Công ty Cổ phần Tập đoàn MaSan,Tài chính
846,MSR,9,344,Công ty cổ phần Masan High-Tech Materials,Nguyên vật liệu
847,MST,2,0,Công ty Cổ phần Đầu tư MST,
848,MTA,9,344,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Nguyên vật liệu
849,MTB,9,346,CTCP Môi trường và Công trình Đô thị tỉnh Thái Bình,Dịch vụ
850,MTC,9,346,CTCP Dịch vụ Du lịch Mỹ Trà,Dịch vụ
851,MTG,9,340,Công ty Cổ phần MT Gas,Năng lượng
852,MTH,9,346,Công ty Cổ phần Môi trường Đô thị Hà Đông,Dịch vụ
853,MTL,9,346,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,Dịch vụ
854,MTP,9,342,Công ty Cổ phần Dược Medipharco,Y tế
855,MTS,9,344,Công ty cổ phần Vật tư - TKV,Nguyên vật liệu
856,MTV,9,346,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Dịch vụ
857,MTX,9,0,Công ty cổ phần Công trình Đô thị Gò Công,
858,MVB,2,344,Tổng công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Nguyên vật liệu
859,MVC,9,345,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Bất động sản và Xây dựng
860,MVN,9,343,Tổng Công ty Hàng hải Việt Nam - CTCP,Công nghiệp
861,MWG,1,347,Công ty cổ phần Đầu tư Thế giới Di động,Công nghệ
862,MZG,9,0,Công ty cổ phần Miza,
863,NAB,1,341,Ngân hàng Thương mại cổ phần Nam Á,Tài chính
864,NAC,9,345,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Bất động sản và Xây dựng
865,NAF,1,338,Công ty Cổ phần Nafoods Group,Nông nghiệp
866,NAG,2,339,Công ty cổ phần Tập đoàn Nagakawa,Hàng tiêu dùng
867,NAP,2,343,Công ty cổ phần Cảng Nghệ Tĩnh,Công nghiệp
868,NAS,9,343,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Công nghiệp
869,NAU,9,346,Công ty cổ phần Môi trường và Công trình đô thị Nghệ An,Dịch vụ
870,NAV,1,345,Công ty Cổ phần Nam Việt,Bất động sản và Xây dựng
871,NAW,9,346,Công ty Cổ phần Cấp nước Nghệ An,Dịch vụ
872,NBB,1,345,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Bất động sản và Xây dựng
873,NBC,2,340,Công ty cổ phần Than Núi Béo – Vinacomin,Năng lượng
874,NBE,9,346,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Dịch vụ
875,NBP,2,340,Công ty Cổ phần Nhiệt điện Ninh Bình,Năng lượng
876,NBT,9,346,CTCP Cấp thoát nước Bến Tre,Dịch vụ
877,NBW,2,346,Công ty Cổ phần Cấp nước Nhà Bè,Dịch vụ
878,NCG,9,0,Công ty cổ phần Tập đoàn Nova Consumer,
879,NCS,9,343,Công ty cổ phần Suất ăn Hàng không Nội Bài,Công nghiệp
880,NCT,1,343,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Công nghiệp
881,ND2,9,345,Công ty Cổ phần Đầu tư Phát triển điện Miền Bắc 2,Bất động sản và Xây dựng
882,NDC,9,342,Công ty Cổ phần Nam Dược,Y tế
883,NDN,2,345,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng  ,Bất động sản và Xây dựng
884,NDP,9,344,Công ty Cổ phần Dược phẩm 2/9 ,Nguyên vật liệu
885,NDT,9,339,Tổng Công ty cổ phần Dệt may Nam Định,Hàng tiêu dùng
886,NDW,9,346,CTCP Cấp nước Nam Định,Dịch vụ
887,NDX,2,345,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Bất động sản và Xây dựng
888,NED,9,340,Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc,Năng lượng
889,NEM,9,0,Công ty cổ phần Thiết bị điện miền Bắc,
890,NET,2,339,Công ty Cổ phần Bột giặt Net,Hàng tiêu dùng
891,NFC,2,338,Công ty Cổ phần Phân lân Ninh Bình,Nông nghiệp
892,NGC,9,338,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Nông nghiệp
893,NHA,1,345,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Bất động sản và Xây dựng
894,NHC,2,345,Công ty Cổ phần Gạch Ngói Nhị Hiệp,Bất động sản và Xây dựng
895,NHH,1,344,Công ty Cổ phần Nhựa Hà Nội,Nguyên vật liệu
896,NHP,9,344,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Nguyên vật liệu
897,NHT,1,339,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng tiêu dùng
898,NHV,9,344,Công ty cổ phần Sức Khỏe Hồi Sinh Việt Nam,Nguyên vật liệu
899,NJC,9,339,Công ty cổ phần May Nam Định,Hàng tiêu dùng
900,NKG,1,344,Công ty Cổ phần Thép Nam Kim,Nguyên vật liệu
901,NLG,1,345,Công ty cổ phần Đầu tư Nam Long,Bất động sản và Xây dựng
902,NLS,9,346,Công ty cổ phần Cấp thoát Nước Lạng Sơn,Dịch vụ
903,NNC,1,345,Công ty Cổ phần Đá Núi Nhỏ,Bất động sản và Xây dựng
904,NNG,9,344,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương Mại Ngọc Nghĩa,Nguyên vật liệu
905,NNT,9,346,Công ty cổ phần Cấp nước Ninh Thuận,Dịch vụ
906,NO1,1,343,Công ty Cổ phần Tập đoàn 911,Công nghiệp
907,NOS,9,343,Công ty Cổ phần Vận tải biển và Thương mại Phương Đông,Công nghiệp
908,NPM,8,0,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,
909,NQB,9,346,Công ty cổ phần Cấp nước Quảng Bình,Dịch vụ
910,NQN,9,346,Công ty Cổ phần Nước sạch Quảng Ninh,Dịch vụ
911,NQT,9,346,Công ty Cổ phần Nước sạch Quảng Trị,Dịch vụ
912,NRC,2,345,Công ty Cổ phần Tập đoàn NRC,Bất động sản và Xây dựng
913,NS2,9,346,Công ty Cổ phần Nước sạch số 2 Hà Nội,Dịch vụ
914,NSC,1,338,Công ty cổ phần Tập đoàn Giống cây trồng Việt Nam,Nông nghiệp
915,NSG,9,344,CTCP Nhựa Sài Gòn,Nguyên vật liệu
916,NSH,2,344,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nguyên vật liệu
917,NSI,8,341,Công ty Cổ phần Chứng khoán Quốc gia,Tài chính
918,NSL,9,346,Công ty cổ phần Cấp nước Sơn La,Dịch vụ
919,NSS,9,338,Công ty cổ phần Nông Súc Sản Đồng Nai,Nông nghiệp
920,NST,2,339,Công ty Cổ phần Ngân Sơn,Hàng tiêu dùng
921,NT2,1,340,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Năng lượng
922,NTC,9,345,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Bất động sản và Xây dựng
923,NTF,9,342,Công ty cổ phần Dược - Vật tư Y tế Nghệ An,Y tế
924,NTH,2,340,Công ty Cổ phần thủy điện Nước Trong,Năng lượng
925,NTL,1,345,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Bất động sản và Xây dựng
926,NTP,2,345,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Bất động sản và Xây dựng
927,NTT,9,339,Công ty Cổ phần Dệt - May Nha Trang,Hàng tiêu dùng
928,NTW,9,346,Công ty cổ phần Cấp nước Nhơn Trạch,Dịch vụ
929,NUE,9,350,Công ty Cổ phần Môi trường Đô thị Nha Trang,Doanh nghiệp Upcom
930,NVB,2,341,Ngân hàng Thương mại cổ phần Quốc Dân,Tài chính
